centro_codigo|centro_nombre|centro_tipo_codigo|centro_tipo_desc_abreviada|centro_tipo_descripcion|centro_titular|centro_titularidad|contacto_email1|contacto_fax|contacto_telefono1|contacto_telefono2|contacto_telefono3|contacto_telefono4|contacto_web|dat_codigo|dat_nombre|direccion_codigo_postal|direccion_coor_x|direccion_coor_y|direccion_numero|direccion_via_nombre|direccion_via_tipo|distrito_codigo|distrito_nombre|municipio_codigo|municipio_nombre|centro_titularidad_pro|promedio_x|promedio_y|distancia
28043260|PABLO GUZMAN|031|CEPA|CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS|COMUNIDAD DE MADRID|PÚBLICO|cepa.pabloguzman.madrid@educa.madrid.org|913003725|913003725|912338517|""|""|http://www.educa.madrid.org/cepa.pabloguzman.madrid|5|Madrid-Capital|28043|445279|4479245|19bis|de Andorra|CALLE|16|Hortaleza|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|6994.115401149766
28043272|E.O.I. DE MADRID-CIUDAD LINEAL|080|EOI|ESCUELA OFICIAL DE IDIOMAS|COMUNIDAD DE MADRID|PÚBLICO|eoi.ciudadlineal.madrid@educa.madrid.org|914033543|913264800|913263943|""|""|http://www.educa.madrid.org/eoi.ciudadlineal.madrid|5|Madrid-Capital|28027|444857|4477157|""|del General Kirkpatrick|CALLE|15|Ciudad Lineal|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|5407.616166587458
28043284|E.O.I. DE ARANJUEZ|080|EOI|ESCUELA OFICIAL DE IDIOMAS|COMUNIDAD DE MADRID|PÚBLICO|eoi.aranjuez.aranjuez@educa.madrid.org|918922328|918924401|""|""|""|http://www.educa.madrid.org/eoi.aranjuez.aranjuez|2|Madrid-Sur|28300|449314|4431686|4|Lucas Jordán|CALLE|""|""|013|Aranjuez|PÚBLICO|440157.3842874543|4474481.943970768|43764.5567972113
28043296|E.O.I. DE COLLADO VILLALBA|080|EOI|ESCUELA OFICIAL DE IDIOMAS|COMUNIDAD DE MADRID|PÚBLICO|eoi.colladovillalba.colladovillalba@educa.madrid.org|918506819|918513744|""|""|""|http://www.educa.madrid.org/eoi.colladovillalba.colladovillalba|4|Madrid-Oeste|28400|414982|4497461|2|Ruiz de Alarcón|CALLE|""|""|047|Collado Villalba|PÚBLICO|440157.3842874543|4474481.943970768|34085.73000561371
28043302|E.O.I. DE GETAFE|080|EOI|ESCUELA OFICIAL DE IDIOMAS|COMUNIDAD DE MADRID|PÚBLICO|eoi.getafe.getafe@educa.madrid.org|916951045|916834820|""|""|""|http://www.educa.madrid.org/eoi.getafe.getafe|2|Madrid-Sur|28901|438057|4461943|22|del Hospital de San José|CALLE|""|""|065|Getafe|PÚBLICO|440157.3842874543|4474481.943970768|12713.643461141995
28043314|E.O.I. DE VALDEMORO|080|EOI|ESCUELA OFICIAL DE IDIOMAS|COMUNIDAD DE MADRID|PÚBLICO|eoi.valdemoro.valdemoro@educa.madrid.org|918082384|918955640|""|""|""|http://www.educa.madrid.org/eoi.valdemoro.valdemoro|2|Madrid-Sur|28341|441256|4448928|3|de Cuba|CALLE|""|""|161|Valdemoro|PÚBLICO|440157.3842874543|4474481.943970768|25577.54892371416
28043387|ANTONIO OSUNA|014|CP INF-PRI|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|COMUNIDAD DE MADRID|PÚBLICO|cp.antonioosuna.trescantos@educa.madrid.org|918045289|918038300|""|""|""|http://www.educa.madrid.org/cp.antonioosuna.trescantos|1|Madrid-Norte|28760|440588|4493763|26|Islas|SECT|""|""|903|Tres Cantos|PÚBLICO|440157.3842874543|4474481.943970768|19285.864032868303
28043399|JARAMA|014|CP INF-PRI|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|COMUNIDAD DE MADRID|PÚBLICO|cp.jarama.rivas@educa.madrid.org|913011982|916667595|""|""|""|http://www.educa.madrid.org/cp.jarama.rivas,    http:/www.colegiojarama.com|3|Madrid-Este|28522|454802|4467971|s/n|del Olivo|CALLE|""|""|123|Rivas-Vaciamadrid|PÚBLICO|440157.3842874543|4474481.943970768|16026.763889151722
28043405|ALBAICIN|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.albaicin.madrid@educa.madrid.org|913171194|913171194|""|""|""|http://www.educa.madrid.org/eei.albaicin.madrid|5|Madrid-Capital|28041|440420|4468878|1|de Albaicín|CALLE|12|Usera|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|5610.094031295772
28043417|ALFAR|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.alfar.madrid@educa.madrid.org|917773745|917773745|""|""|""|http://www.educa.madrid.org/eei.alfar.madrid|5|Madrid-Capital|28018|445343|4470686|9-B|de Gerardo Diego|CALLE|13|Puente de Vallecas|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|6426.492118365125
28043429|LA ALMUDENA|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.laalmudena.madrid@educa.madrid.org|917590884|913003078|""|""|""|http://www.educa.madrid.org/eei.laalmudena.madrid|5|Madrid-Capital|28043|446317|4479710|19|de Motilla del Palancar|CALLE|16|Hortaleza|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|8079.197705900702
28043430|LOS ANGELES|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.losangeles.madrid@educa.madrid.org|915701196|915701196|""|""|""|http://www.educa.madrid.org/eei.losangeles.madrid|5|Madrid-Capital|28020|440559|4478862|241|de Bravo Murillo|CALLE|06|Tetuán|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|4398.429947126258
28043454|ARCO IRIS|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.arcoiris.madrid@educa.madrid.org|913311422|913311422|630230093|""|""|http://www.educa.madrid.org/eei.arcoiris.madrid|5|Madrid-Capital|28031|447922|4470496|10|de Diego Olivera Victorio|CALLE|18|Villa de Vallecas|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|8727.944001975009
28043466|EL BELEN|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.elbelen.madrid@educa.madrid.org|917341043|917341043|""|""|""|http://www.educa.madrid.org/eei.elbelen.madrid|5|Madrid-Capital|28034|440920|4482982|23|de Braille|CALLE|08|Fuencarral-El Pardo|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|8534.197983706998
28043481|EL CARMEN|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.elcarmen.madrid@educa.madrid.org|913029923|913029923|""|""|""|http://www.educa.madrid.org/eei.elcarmen.madrid|5|Madrid-Capital|28033|444030|4481190|181|de Vélez Rubio|CALLE|16|Hortaleza|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|7745.654791454014
28043491|CARRICOCHE|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.carricoche.madrid@educa.madrid.org|913698583|913170465|""|""|""|http://www.educa.madrid.org/eei.carricoche.madrid|5|Madrid-Capital|28041|440729|4468851|1|de Moreja|CALLE|12|Usera|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|5659.882907336083
28043508|CHAVALITOS|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.chavalitos.madrid@educa.madrid.org|914630659|914647850|914647591|""|""|http://www.educa.madrid.org/eei.chavalitos.madrid|5|Madrid-Capital|28047|436512|4472767|8|de Pradales|CALLE|10|Latina|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|4028.6299688717363
28043511|LOS DELFINES|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.losdelfines.madrid@educa.madrid.org|917857247|917857247|""|""|""|http://www.educa.madrid.org/eei.losdelfines.madrid|5|Madrid-Capital|28053|444172|4469426|37|de Esteban Carros|CALLE|13|Puente de Vallecas|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|6455.982400453231
28043533|EL ENCINAR|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.elencinar.madrid@educa.madrid.org|913884725|913884725|913889917|""|""|http://www.educa.madrid.org/eei.elencinar.madrid|5|Madrid-Capital|28043|444714|4478176|1|del Estrecho de Mesina|CALLE|15|Ciudad Lineal|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|5865.901183869809
28043545|LOS GIRASOLES|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.losgirasoles.madrid@educa.madrid.org|914301500|914374020|""|""|""|http://www.educa.madrid.org/eei.losgirasoles.madrid|5|Madrid-Capital|28038|444642|4472415|58 B|de Ramón Pérez de Ayala|CALLE|13|Puente de Vallecas|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|4938.019387113119
28043557|LA JARA|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.lajara.madrid@educa.madrid.org|914769480|914769480|626532634|""|""|http://www.educa.madrid.org/eei.lajara.madrid|5|Madrid-Capital|28026|440454|4470649|30|de las Hijas de Jesús|CALLE|12|Usera|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|3844.403772234919
28043569|EL MADROÑAL|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.elmadronal.madrid@educa.madrid.org|917787607|917787607|""|""|""|http://www.educa.madrid.org/eei.elmadronal.madrid|5|Madrid-Capital|28038|444756|4471566|34|de José Paulete|CALLE|13|Puente de Vallecas|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|5445.180962312375
28043570|LAS MARAVILLAS|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.lasmaravillas.madrid@educa.madrid.org|917066735|915091069|915091367|""|""|http://www.educa.madrid.org/eei.lasmaravillas.madrid|5|Madrid-Capital|28044|434589|4470475|4|de Anselmo Lorenzo|CALLE|10|Latina|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|6860.211626301353
28043582|ORI-ORI|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.oriori.madrid@educa.madrid.org|917416239|917423489|917416239|""|""|http://www.educa.madrid.org/eei.oriori.madrid|5|Madrid-Capital|28022|447914|4477120|3|de Santa Tecla|CALLE|20|San Blas-Canillejas|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|8192.949830523756
28043594|LA PALOMA|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.lapaloma.madrid@educa.madrid.org|913312931|913052986|""|""|""|http://www.educa.madrid.org/eei.lapaloma.madrid|5|Madrid-Capital|28031|447661|4470362|8|de Agustín García Malla|CALLE|18|Villa de Vallecas|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|8560.267932946283
28043600|EL PILAR|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.elpilar.madrid@educa.madrid.org|914036749|914036749|""|""|""|http://www.educa.madrid.org/eei.elpilar.madrid|5|Madrid-Capital|28027|444600|4476009|38|de Siena|CALLE|15|Ciudad Lineal|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|4697.737166527345
28043612|LA PLAZUELA|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.laplazuela.madrid@educa.madrid.org|917334929|913150380|""|""|""|http://www.educa.madrid.org/eei.laplazuela.madrid|5|Madrid-Capital|28029|441452|4480217|32|de los Mártires de la Ventilla|CALLE|06|Tetuán|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|5879.361997836417
28043624|PRADOLONGO|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.pradolongo.madrid@educa.madrid.org|913416614|913416614|""|""|""|http://www.educa.madrid.org/eei.pradolongo.madrid|5|Madrid-Capital|28041|439810|4469299|144|de los Poblados|AVDA|12|Usera|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|5194.5725567449945
28043636|PUERTA DEL ANGEL|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.puertadelangel.madrid@educa.madrid.org|914645669|914645669|915265485|""|""|http://www.educa.madrid.org/eei.puertadelangel.madrid|5|Madrid-Capital|28011|438272|4473687|13|de Juan Tornero|CALLE|10|Latina|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|2046.1206777801797
28043651|ROGER DE FLOR|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.rogerdeflor.madrid@educa.madrid.org|914717774|914717774|630823862|""|""|http://www.educa.madrid.org/eei.rogerdeflor.madrid|5|Madrid-Capital|28019|437832|4471717|18|de Roger de Flor|PLAZA|11|Carabanchel|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|3612.8004713552154
28043661|SAN FERMIN|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.sanfermin.madrid@educa.madrid.org|917920502|917920502|""|""|""|http://www.educa.madrid.org/eei.sanfermin.madrid|5|Madrid-Capital|28041|441321|4469206|14|de la Estafeta|CALLE|12|Usera|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|5402.738778542243
28043673|LOS TITERES|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.lostiteres.madrid@educa.madrid.org|914652070|914652070|""|""|""|http://www.educa.madrid.org/eei.lostiteres.madrid|5|Madrid-Capital|28025|437428|4469783|1|de Alloz|PLAZA|11|Carabanchel|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|5434.115662094185
28043685|EL VALLE|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.elvalle.madrid@educa.madrid.org|915530388|915530388|""|""|""|http://www.educa.madrid.org/eei.elvalle.madrid|5|Madrid-Capital|28003|439327|4477274|22|del Valle|AVDA|07|Chamberí|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|2912.9220613025295
28043703|VALLE DE ORO|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.valledeoro.madrid@educa.madrid.org|""|914721982|""|""|""|""|5|Madrid-Capital|28019|438330|4471059|35|del Valle de Oro|CALLE|11|Carabanchel|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|3880.190557311635
28043715|VALLEHERMOSO|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.vallehermoso.madrid@educa.madrid.org|915941326|915941326|""|""|""|http://www.educa.madrid.org/eei.vallehermoso.madrid|5|Madrid-Capital|28015|439879|4476306|42|de Fernández de los Ríos|CALLE|07|Chamberí|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|1845.1770129935637
28043727|ZALEO|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.zaleo.madrid@educa.madrid.org|917721976|917721976|608023408|""|""|http://www.educa.madrid.org/eei.zaleo.madrid|5|Madrid-Capital|28018|445644|4470400|10|de la Fuente de Piedra|CALLE|13|Puente de Vallecas|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|6838.509966187134
28043739|ZOFIO|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.zofio.madrid@educa.madrid.org|914693401|914693401|""|""|""|http://www.educa.madrid.org/eei.zofio.madrid|5|Madrid-Capital|28026|439334|4470480|3|de Fornillos|CALLE|12|Usera|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|4085.7700902022407
28043740|BÄRBEL INHELDER|003|EEI|ESCUELA INFANTIL|UNIVERSIDAD AUTONOMA DE MADRID|PÚBLICO|eei.barbelinhelder.madrid@educa.madrid.org|914972301|914972303|914972300|""|""|http://www.educa.madrid.org/eei.barbelinhelder.madrid|5|Madrid-Capital|28049|440374|4488653|k15|de Colmenar|CTRA|08|Fuencarral-El Pardo|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|14172.71150311614
28043752|CONSEJO SUP.INVESTIGACIONES CIENTIFICAS|003|EEI|ESCUELA INFANTIL|CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS|PÚBLICO-TITULARIDAD PRIVADA|direccion.escuela.infantil@csic.es|""|915681917|915681905|915681913|""|""|5|Madrid-Capital|28006|441765|4477182|27|de Jorge Manrique|CALLE|05|Chamartín|079|Madrid|PÚBLICO-TITULARIDAD PRIVADA|438924.0|4479147.0|3454.34595835449
28043764|BERZOSA DEL LOZOYA|185|E MUN.MUSICA|ESCUELA MUNICIPAL DE MÚSICA|AYUNTAMIENTO|PÚBLICO|eei.garabatos.alcala@educa.madrid.org|918687031|918687031|""|""|""|http://www.educa.madrid.org/eei.garabatos.alcala|1|Madrid-Norte|28194|455745|4536190|""|de Casasola|CMNO|""|""|020|Berzosa del Lozoya|PÚBLICO|440157.3842874543|4474481.943970768|63646.3505828014
28043776|EL LAGO|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.ellago.fuenlabrada@educa.madrid.org|916067296|916060622|""|""|""|http://www.educa.madrid.org/eei.ellago.fuenlabrada|2|Madrid-Sur|28941|432484|4460779|6|de Zaragoza|CALLE|""|""|058|Fuenlabrada|PÚBLICO|440157.3842874543|4474481.943970768|15705.14246636915
28043788|LA CARACOLA|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.lacaracola.madrid@educa.madrid.org|""|913341938|""|""|""|http://www.educa.madrid.org/eei.lacaracola.madrid|5|Madrid-Capital|28034|441963|4482162|1|de Belorado|CALLE|08|Fuencarral-El Pardo|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|7889.4555397402455
28043791|LA LUNA|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.laluna.madrid@educa.madrid.org|917951408|915051417|""|""|""|http://www.educa.madrid.org/eei.laluna.madrid|5|Madrid-Capital|28021|441826|4466156|109|de Benimamet|CALLE|17|Villaverde|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|8491.502894100593
28043806|EL ROCIO|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.elrocio.madrid@educa.madrid.org|917231460|917231460|""|""|""|http://www.educa.madrid.org/eei.elrocio.madrid|5|Madrid-Capital|28041|439997|4466940|107|de Carabanchel a Villaverde|CTRA|17|Villaverde|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|7543.649115505222
28043818|EL TOMILLAR|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.eltomillar.torrelodones@educa.madrid.org|918596420|918592893|""|""|""|http://www.educa.madrid.org/eei.eltomillar.torrelodones|4|Madrid-Oeste|28250|419330|4491972|25|Carretera Torrelodones|CALLE|""|""|152|Torrelodones|PÚBLICO|440157.3842874543|4474481.943970768|27197.09536261144
28043821|EL PRADO|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.elprado.getafe@educa.madrid.org|""|912027975|""|""|""|http://www.educa.madrid.org/eei.elprado.getafe|2|Madrid-Sur|28904|437359|4461581|s/n|Murillo|CALLE|""|""|065|Getafe|PÚBLICO|440157.3842874543|4474481.943970768|13200.958675685668
28043831|LOPE DE VEGA|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.lopedevega.leganes@educa.madrid.org|916931782|916931782|680907781|""|""|http://www.educa.madrid.org/eei.lopedevega.leganes|2|Madrid-Sur|28912|434991|4464042|8|Lope de Vega|CALLE|""|""|074|Leganés|PÚBLICO|440157.3842874543|4474481.943970768|11648.345664446315
28043843|JEROMIN|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.jeromin.leganes@educa.madrid.org|916807378|916807378|""|""|""|http://www.educa.madrid.org/eei.jeromin.leganes|2|Madrid-Sur|28913|434788|4465062|9|Río Gallego|CALLE|""|""|074|Leganés|PÚBLICO|440157.3842874543|4474481.943970768|10842.76865190646
28043855|FORTUNA|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.fortuna.leganes@educa.madrid.org|916129096|916197568|""|""|""|http://www.educa.madrid.org/eei.fortuna.leganes|2|Madrid-Sur|28917|433272|4467817|1|Faro|CALLE|""|""|074|Leganés|PÚBLICO|440157.3842874543|4474481.943970768|9582.7968213563
28043867|RINCON INFANTIL|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.rinconinfantil.leganes@educa.madrid.org|916861898|916861898|""|""|""|http://www.educa.madrid.org/eei.rinconinfantil.leganes|2|Madrid-Sur|28915|436371|4465564|79|Priorato|CALLE|""|""|074|Leganés|PÚBLICO|440157.3842874543|4474481.943970768|9688.468952215013
28043879|TALIN|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.talin.majadahonda@educa.madrid.org|""|687205312|""|""|""|http://www.educa.madrid.org/eei.talin.majadahonda|4|Madrid-Oeste|28220|426245|4480015|2|AVENIDA DE ESPAÑA|TRVA|""|""|080|Majadahonda|PÚBLICO|440157.3842874543|4474481.943970768|14972.279238126319
28043892|LAS CIGÜEÑAS|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.lasciguenas.mejorada@educa.madrid.org|916792834|916792483|""|""|""|http://www.educa.madrid.org/eei.lasciguenas.mejorada|3|Madrid-Este|28840|458299|4471943|s/n|de Daoiz y Velarde|CALLE|""|""|084|Mejorada del Campo|PÚBLICO|440157.3842874543|4474481.943970768|18318.418522033582
28043909|COLORES|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.colores.mostoles@educa.madrid.org|916180211|916180211|630111207|""|""|http://www.educa.madrid.org/eei.colores.mostoles|2|Madrid-Sur|28934|425824|4463336|s/n|Coronel de Palma|CALLE|""|""|092|Móstoles|PÚBLICO|440157.3842874543|4474481.943970768|18157.03643581013
28043910|EL PEQUEÑO SAUCE|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.elpequenosauce.mostoles@educa.madrid.org|916147788|916147788|""|""|""|http://www.educa.madrid.org/eei.elpequenosauce.mostoles|2|Madrid-Sur|28933|426375|4464573|s/n|del Pintor Murillo|CALLE|""|""|092|Móstoles|PÚBLICO|440157.3842874543|4474481.943970768|16974.724953968547
28043922|CALEIDOSCOPIO|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.caleidoscopio.mostoles@educa.madrid.org|916454995|916454995|""|""|""|http://www.educa.madrid.org/eei.caleidoscopio.mostoles|2|Madrid-Sur|28936|427828|4463955|3|de Carlos V|AVDA|""|""|092|Móstoles|PÚBLICO|440157.3842874543|4474481.943970768|16212.040780586793
28043934|JOAN MIRO|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.joanmiro.mostoles@educa.madrid.org|916454994|916454994|""|""|""|http://www.educa.madrid.org/eei.joanmiro.mostoles|2|Madrid-Sur|28938|426788|4463236|7|París|CALLE|""|""|092|Móstoles|PÚBLICO|440157.3842874543|4474481.943970768|17470.30887017394
28043946|EL SOTO|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.elsoto.mostoles@educa.madrid.org|916131690|916131690|""|""|""|http://www.educa.madrid.org/eei.elsoto.mostoles|2|Madrid-Sur|28935|424925|4464258|23|Iker Casillas|AVDA|""|""|092|Móstoles|PÚBLICO|440157.3842874543|4474481.943970768|18345.42344559219
28043958|CAMPANILLA|006|EEI-CN|ESCUELA  INFANTIL-CASA DE NIÑOS|AYUNTAMIENTO|PÚBLICO|cn.campanilla.navalcarnero@educa.madrid.org|""|918113137|""|""|""|http://www.educa.madrid.org/cn.campanilla.navalcarnero|2|Madrid-Sur|28600|413867|4460146|22|de la Constitución|CALLE|""|""|096|Navalcarnero|PÚBLICO|440157.3842874543|4474481.943970768|29945.009526046528
28043961|LOS ABETOS|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.losabetos.parla@educa.madrid.org|916057688|916983005|628169512|""|""|http://www.educa.madrid.org/eei.losabetos.parla|2|Madrid-Sur|28982|434961|4453992|29|Alfonso XIII|CALLE|""|""|106|Parla|PÚBLICO|440157.3842874543|4474481.943970768|21138.59535513429
28043971|VIRGEN DE LA ASUNCION|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.asuncion.pinto@educa.madrid.org|912483713|912483803|912483931|""|""|http://www.educa.madrid.org/eei.asuncion.pinto|2|Madrid-Sur|28320|440853|4455269|s/n|Virgen Asunción|PLAZA|""|""|113|Pinto|PÚBLICO|440157.3842874543|4474481.943970768|19225.532430687126
28043995|POLICHINELA|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.polichinela.sanfernando@educa.madrid.org|916699853|916724762|""|""|""|http://www.educa.madrid.org/eei.polichinela.sanfernando|3|Madrid-Este|28830|455147|4474390|s/n|Motrico|CALLE|""|""|130|San Fernando de Henares|PÚBLICO|440157.3842874543|4474481.943970768|14989.897694899633
28044008|EL TAMBOR|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.eltambor.sanfernando@educa.madrid.org|916737699|916690204|""|""|""|http://www.educa.madrid.org/eei.eltambor.sanfernando|3|Madrid-Este|28830|455224|4475603|s/n|Gustavo Adolfo Bécquer|CALLE|""|""|130|San Fernando de Henares|PÚBLICO|440157.3842874543|4474481.943970768|15108.265143629389
28044011|MONTE ABANTOS|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.monteabantos.sanlorenzo@educa.madrid.org|918901720|918901720|""|""|""|http://www.educa.madrid.org/eei.monteabantos.sanlorenzo|4|Madrid-Oeste|28200|403153|4494051|43|Calvario|CALLE|""|""|131|San Lorenzo de El Escorial|PÚBLICO|440157.3842874543|4474481.943970768|41860.15301415924
28044021|TREBOL|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.trebol.sanlorenzo@educa.madrid.org|""|918902959|607076810|""|""|http://www.educa.madrid.org/eei.trebol.sanlorenzo|4|Madrid-Oeste|28200|402833|4494577|6|Fray Luis de León|CALLE|""|""|131|San Lorenzo de El Escorial|PÚBLICO|440157.3842874543|4474481.943970768|42390.10426096577
28044033|LA COMBA|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.lacomba.sansebastian@educa.madrid.org|916547064|916586846|916586847|""|""|http://www.educa.madrid.org/eei.lacomba.sansebastian|1|Madrid-Norte|28702|446776|4489874|1|de Aragón|AVDA|""|""|134|San Sebastián de los Reyes|PÚBLICO|440157.3842874543|4474481.943970768|16754.744484992323
28044045|LAS CUMBRES|003|EEI|ESCUELA INFANTIL|AYUNTAMIENTO|PÚBLICO|eei.lascumbres.sansebastian@educa.madrid.org|916511249|916518668|""|""|""|http://www.educa.madrid.org/eei.lascumbres.sansebastian|1|Madrid-Norte|28702|446602|4489424|11|de Andalucía|AVDA|""|""|134|San Sebastián de los Reyes|PÚBLICO|440157.3842874543|4474481.943970768|16272.618414474844
